"","Time","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"1",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",0.0416666666666667,0.96888739813458,0.97064279634903,0.973646633472682,0.988321682481556,0.964572066644632,0.979413430459046,0.988508989944675,0.987361500044323,0.976140988679107,0.987781499880859,0.989880933421299,0.990050387621044,0.989450556479251,0.968663910100684,0.995087811818474,0.99644710055867
"3",0.125,0.938742790263996,0.941526537913312,0.946086252668514,0.95980078312349,0.930727947756165,0.952182660249672,0.959974641319404,0.95876066587896,0.949128297946737,0.963796912493261,0.961613073482797,0.961688655958656,0.9592010589264,0.937973841466006,0.977926470101022,0.975934574798128
"4",0.208333333333333,0.909536059576479,0.912999251964434,0.918463765225254,0.925677560728263,0.898385472384804,0.922302385727365,0.925748952280928,0.929103909607785,0.921000226699468,0.925157814657343,0.925091294840091,0.924910499426062,0.923356668755146,0.907936149685619,0.952259781623563,0.944708104595601
"5",0.291666666666667,0.881238026272633,0.885153152568544,0.891125612298655,0.890294368855987,0.867467254272083,0.891365393627538,0.890246300250313,0.899840680870731,0.892458877567792,0.880431227681387,0.886913853812813,0.886620555678055,0.887378565345247,0.878562738248199,0.888025678246496,0.910061358870036
"6",0.375,0.853820418412544,0.858022961060586,0.864234748958583,0.85544966329733,0.837900385536007,0.860254025934006,0.855292367840765,0.871287768602131,0.863880984024785,0.843500942719011,0.850548658431888,0.850359330865313,0.853184752104533,0.849870236810889,0.857587988089513,0.874998768633945
"7",0.458333333333333,0.827255843669909,0.831620623578611,0.837880390826143,0.821913716219915,0.809616151616824,0.829508140331744,0.821666235420105,0.843536712405692,0.835506783196443,0.815710193045863,0.817569348613546,0.817609126569988,0.821372538410497,0.821879176019449,0.831467087506712,0.840821740255692
"8",0.541666666666667,0.801517761964965,0.805946751810775,0.812114431143176,0.789997407684453,0.782549765899886,0.799468585383585,0.789680256534337,0.816611379867256,0.807504463778852,0.791917700181041,0.788054317467699,0.788301906190201,0.791793368971055,0.794613158389155,0.805159281938734,0.808094063392025
"9",0.625,0.776580458948886,0.780995573074891,0.786967244268196,0.759793286577263,0.756640122557628,0.770349512858515,0.759425618174372,0.79051010422993,0.779998690679584,0.768754362866701,0.760963085848092,0.761301376821976,0.763840967169221,0.768098028316815,0.779004650612541,0.777034460935453
"10",0.708333333333333,0.752419020313144,0.756757443961775,0.762455720677263,0.731287185683881,0.73182956626774,0.742280428750116,0.730885829982788,0.765220181721044,0.753085300657999,0.744589197883185,0.735458905697872,0.735760747568228,0.737089198169349,0.742361047387677,0.753246243612951,0.747692744777348
