"","Time","exp","weibull","gamma","lnorm","gompertz","llogis","gengamma","FP1","FP2","RCS","RP-hazard","RP-odds","RP-normal","GAM","param-mix","mix-cure"
"1",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",0.0416666666666667,0.963887359619838,0.9193450067433,0.926224183131884,0.925327191389587,0.918732140239328,0.921219365354994,0.930120931740325,0.905996694702621,0.916932571273156,0.973273619951326,0.975510530614727,0.976291558469235,0.973997099350143,0.971437762707754,0.984269985458194,0.97847598257215
"3",0.125,0.929078842034904,0.86638959104617,0.877772215001694,0.860829421539706,0.849713074737194,0.859973723169601,0.849111070323414,0.837439587544737,0.85727768202117,0.882404727529309,0.899029827306508,0.898182815833102,0.888428136138547,0.882248637966367,0.929491245679074,0.929312997665166
"4",0.208333333333333,0.89552735192768,0.823770234527139,0.83829188062423,0.807649723211189,0.790719735732345,0.808685126908921,0.785109981451306,0.782997362155097,0.807602868904514,0.77411246107978,0.752790739431615,0.755627179956718,0.760148526121714,0.776148119074001,0.849997676756688,0.826082351604376
"5",0.291666666666667,0.863187494716917,0.787261487241092,0.804011241245805,0.762791262610129,0.739997143991468,0.764486926640895,0.734190273446949,0.738061632891907,0.764311157597415,0.713522714116624,0.698231096529079,0.70101753872453,0.703703403698417,0.714045851736495,0.707517335867935,0.719060381761367
"6",0.375,0.832015515139553,0.754991424371973,0.773308901916945,0.724157402441757,0.696147849003398,0.725733352251187,0.692580721165268,0.700064566861846,0.725724680219525,0.672234047268004,0.663312152366867,0.665132367464383,0.66552835764214,0.671501022709026,0.674794547964955,0.668573994526467
"7",0.458333333333333,0.801969238050603,0.725917412109803,0.745300492151845,0.690333362997393,0.658049989395731,0.691332550222614,0.657749789397418,0.667376825127196,0.690877162062191,0.639797613514751,0.630984562954578,0.632722933021125,0.633009523388849,0.638603230812511,0.646709939345598,0.639871495723722
"8",0.541666666666667,0.77300801136093,0.699380587042217,0.719435676802261,0.66033251495816,0.624795978964934,0.660503851869147,0.628012340531494,0.638884170699381,0.659144439972114,0.612647261748041,0.601940317340031,0.603942716745131,0.604800727334583,0.611522484218518,0.622207526036901,0.614420440620253
"9",0.625,0.745092651035668,0.67492957177182,0.695341705278458,0.633441653163572,0.59564620675804,0.6326625278481,0.602213315440562,0.613785649886811,0.63009275946451,0.589338430719253,0.576295578543884,0.578586057076435,0.579982726957352,0.588489201786573,0.600541807408568,0.588815280009419
"10",0.708333333333333,0.718185388078916,0.65223722092596,0.672750674481129,0.609128847634714,0.569993771076107,0.607356283347652,0.579534676382906,0.591484316483178,0.603404732327116,0.568930410344805,0.55391043194913,0.556324497153535,0.557906104337294,0.568392753311393,0.581171940045002,0.564543602693896
